Timestamp,DayOfWeek,Hour,Solar_kW,Wind_kW,Grid_Generation_kW,Grid_SellingRate_$per_kWh,Temperature_C,Rain_mm,Humidity_%,AirFlow_mps,CBS_Load_kW,CI_Load_kW
2025-03-17 14:00:00,Monday,14.0,9.087430898028934,49.84955386658578,1017.184297642973,0.3,16.21,22.31,86.25,18.82,18.395997247802732,13.822471455839782
2025-03-17 14:30:00,Monday,14.5,8.462800531525401,56.37252262635623,1010.0375999641088,0.3,18.37,10.25,93.4,15.27,18.521604704436925,13.947436784204296
2025-03-17 15:00:00,Monday,15.0,6.915084711981461,48.154959110301476,1015.745311594715,0.3,18.22,17.16,92.41,18.28,17.95995483577218,13.182535487687446
2025-03-17 15:30:00,Monday,15.5,6.338432533875404,48.40588296518978,6.9588282316433325,0.3,16.26,17.05,97.62,14.71,18.08555010121381,13.645210818508406
2025-03-17 16:00:00,Monday,16.0,4.91313237078225,50.07841989199445,3.4976287435191877,0.3,16.49,20.25,89.58,12.13,16.971486357401364,13.505049232013908
2025-03-17 16:30:00,Monday,16.5,4.0454248155056485,65.03835562946992,1009.9495471042799,0.3,18.48,18.94,91.91,18.65,16.3060010154587,13.63812124918302
2025-03-17 17:00:00,Monday,17.0,2.763359265775412,34.80801344821407,991.2607402551422,0.3,17.31,26.1,85.27,19.63,17.846064924544944,12.598582241002838
2025-03-17 17:30:00,Monday,17.5,1.3743617919861515,48.81481815640349,993.3774117123581,0.3,20.33,19.38,89.52,15.98,17.206785652587183,12.54710971402072
2025-03-17 18:00:00,Monday,18.0,1.2789223123704068e-15,40.3990147122267,1015.5679162317355,0.3,19.16,10.69,93.74,19.95,17.91909851283204,12.626479717656784
2025-03-17 18:30:00,Monday,18.5,0.0,62.23863849307286,18.19253638873185,0.3,20.68,16.34,91.52,17.74,18.768071525769383,12.686943599982351
2025-03-17 19:00:00,Monday,19.0,0.0,55.39575631107742,1007.7509148691897,0.3,19.99,29.01,94.01,17.44,16.12078308240575,13.07870463579207
2025-03-17 19:30:00,Monday,19.5,0.0,38.16837162531777,2.8004819510663537,0.3,20.74,15.61,88.1,15.17,17.80608669297486,11.961514456455065
2025-03-17 20:00:00,Monday,20.0,0.0,51.39029513056766,0.0,0.2,21.38,27.48,92.4,17.02,11.042285132337993,11.647098784212966
2025-03-17 20:30:00,Monday,20.5,0.0,54.485400672891494,0.0,0.2,20.06,26.42,85.02,16.36,11.583298907178094,11.680526087138983
2025-03-17 21:00:00,Monday,21.0,0.0,34.27894630408744,0.0,0.2,22.95,17.1,99.13,16.69,11.54418983270129,11.230262855503533
2025-03-17 21:30:00,Monday,21.5,0.0,34.89138638841914,0.0,0.2,25.33,28.05,86.0,15.34,10.524169003632906,11.385197696180121
2025-03-17 22:00:00,Monday,22.0,0.0,40.46477606673697,0.0,0.15,22.07,18.6,95.09,12.75,11.745636758076218,11.729390303269918
2025-03-17 22:30:00,Monday,22.5,0.0,67.14493193907087,0.0,0.15,23.87,17.42,94.02,17.06,10.93259802369976,11.893863233893605
2025-03-17 23:00:00,Monday,23.0,0.0,38.82301006058635,0.0,0.15,25.15,18.19,89.67,16.77,12.197656935281742,10.69806561185728
2025-03-17 23:30:00,Monday,23.5,0.0,63.239472428352144,0.0,0.15,26.5,29.28,90.76,10.39,11.449191298456933,11.12285060871041
2025-03-18 00:00:00,Tuesday,0.0,0.0,37.19189421482205,0.0,0.15,25.43,22.06,97.4,19.84,11.631664894410118,10.682672049524166
2025-03-18 00:30:00,Tuesday,0.5,0.0,42.09919531654326,0.0,0.15,24.98,16.05,88.89,11.95,11.403317304313745,11.041377565893766
2025-03-18 01:00:00,Tuesday,1.0,0.0,65.61075962949869,0.0,0.15,25.6,29.88,98.2,16.23,12.842144058573046,11.909302085911463
2025-03-18 01:30:00,Tuesday,1.5,0.0,35.704215836623064,0.0,0.15,27.22,27.4,86.96,17.91,11.654747991215936,11.131900090913291
2025-03-18 02:00:00,Tuesday,2.0,0.0,73.50805236151987,0.0,0.15,26.98,15.72,88.05,17.62,12.101390611410123,11.469715890095015
2025-03-18 02:30:00,Tuesday,2.5,0.0,59.91082593048445,0.0,0.15,24.31,29.12,88.01,11.09,11.387927738797208,11.774890835668142
2025-03-18 03:00:00,Tuesday,3.0,0.0,49.10082301069047,0.0,0.15,26.29,23.85,87.02,12.99,11.361186714008381,12.008991296192312
2025-03-18 03:30:00,Tuesday,3.5,0.0,47.65543013609373,0.0,0.15,26.04,10.29,96.07,18.34,11.131148082746801,11.760489783093558
2025-03-18 04:00:00,Tuesday,4.0,0.0,61.696679369336124,0.0,0.15,26.23,11.32,90.23,11.11,11.071680979236291,11.223979563897501
2025-03-18 04:30:00,Tuesday,4.5,0.0,55.399646313090436,0.0,0.15,26.11,15.62,97.05,19.29,11.976948034110755,11.83080406845811
2025-03-18 05:00:00,Tuesday,5.0,0.0,41.91668824402122,0.0,0.15,24.24,20.06,91.74,15.86,11.692646347025917,11.999417843121865
2025-03-18 05:30:00,Tuesday,5.5,0.0,44.34849789620731,0.0,0.15,25.34,25.51,89.07,14.97,11.10053994962379,12.087393639021723
2025-03-18 06:00:00,Tuesday,6.0,0.0,38.19811066642378,0.0,0.15,23.25,10.08,88.7,17.41,11.589234643218912,12.351231967129554
2025-03-18 06:30:00,Tuesday,6.5,1.3131240262640276,47.81846530252967,0.0,0.15,22.28,17.55,99.46,10.89,11.46231012610092,13.34907950281921
2025-03-18 07:00:00,Tuesday,7.0,2.6108756311576147,58.05573448550724,0.0,0.2,23.55,12.11,96.73,16.44,11.613456531758217,12.908120134155688
2025-03-18 07:30:00,Tuesday,7.5,4.078180731417182,47.24903801474729,0.0,0.2,22.62,25.35,91.25,18.22,11.271919258102397,13.149985982970122
2025-03-18 08:00:00,Tuesday,8.0,5.178676741085064,56.244626354873276,0.0,0.2,21.73,16.31,94.67,13.95,17.3288484987422,12.940652326875501
2025-03-18 08:30:00,Tuesday,8.5,6.446914418514391,39.28760806288214,0.0,0.2,20.62,10.29,90.69,13.37,17.879481118050432,12.2471154083963
2025-03-18 09:00:00,Tuesday,9.0,7.144811799357625,51.94008453124643,0.0,0.2,20.02,25.46,92.82,19.76,18.95202896420844,13.864274000052113
2025-03-18 09:30:00,Tuesday,9.5,7.790894207574944,31.972780370285008,0.0,0.2,20.25,10.03,89.5,16.46,18.594527017308256,13.865947664046685
2025-03-18 10:00:00,Tuesday,10.0,8.797082378831682,41.30229920728218,0.0,0.2,19.22,29.16,99.14,17.85,19.392483483411056,13.821090363511413
2025-03-18 10:30:00,Tuesday,10.5,9.851113438708078,32.79004685671531,0.0,0.2,18.01,21.57,87.2,18.11,17.01000785753102,14.4663605232813
2025-03-18 11:00:00,Tuesday,11.0,10.020640377746128,38.02126521523611,0.0,0.2,18.39,10.16,94.46,14.48,18.177165183760234,13.279379273701577
2025-03-18 11:30:00,Tuesday,11.5,10.113335993532674,43.91130242828104,0.0,0.2,17.75,10.88,87.49,14.46,18.415528706940194,14.107624579983506
2025-03-18 12:00:00,Tuesday,12.0,9.941977130317046,54.80714211267996,0.0,0.2,17.99,22.45,99.72,11.9,16.957644926302788,14.178872626601077
2025-03-18 12:30:00,Tuesday,12.5,10.367846468655337,37.35180438025714,0.0,0.2,17.5,21.3,96.57,14.99,18.552883146267458,13.912859440472772
2025-03-18 13:00:00,Tuesday,13.0,9.590365322295701,46.303383310328094,0.0,0.2,16.65,12.37,89.33,13.98,17.663303188007582,13.38969166203008
2025-03-18 13:30:00,Tuesday,13.5,9.65848143632497,75.3249590652838,0.0,0.2,15.06,17.17,94.85,12.4,18.06648981960833,13.553006797952527
2025-03-18 14:00:00,Tuesday,14.0,8.591710537251513,26.53456452663987,0.0,0.3,15.95,20.33,96.38,12.82,19.651625919055626,14.135345676018753
2025-03-18 14:30:00,Tuesday,14.5,8.446401836973251,59.22140196666102,0.0,0.3,16.06,13.72,89.97,18.55,15.958607845415155,13.894874319052075
2025-03-18 15:00:00,Tuesday,15.0,7.432313520859136,18.955521804575188,1010.8085417242139,0.3,17.58,18.5,85.56,11.28,18.902285797786476,13.871357991336192
2025-03-18 15:30:00,Tuesday,15.5,5.938245188977447,18.907765976063956,999.1259615890884,0.3,14.28,26.97,91.34,13.03,19.016258069453134,13.189929793267881
2025-03-18 16:00:00,Tuesday,16.0,5.258389733252818,12.52107527722334,1017.0582059024745,0.3,16.54,24.19,87.51,17.81,18.239004104651904,13.526823609884564
2025-03-18 16:30:00,Tuesday,16.5,3.728263604628001,15.450742026825417,998.8967973661779,0.3,17.52,20.18,90.54,19.33,18.48527704702684,13.65417451492366
2025-03-18 17:00:00,Tuesday,17.0,2.695426075246683,21.117357069457032,1010.8378628175985,0.3,18.74,16.71,99.68,18.57,18.48971950645162,13.373852060659578
2025-03-18 17:30:00,Tuesday,17.5,1.3394692861383517,22.340550840325264,1001.4155312960968,0.3,19.37,10.5,97.58,10.11,16.833111633921945,12.82350857505192
2025-03-18 18:00:00,Tuesday,18.0,6.371145988995357e-15,21.487562471093373,1019.0110582576843,0.3,21.94,0.0,76.08,1.88,18.271564374850712,12.692094803776403
2025-03-18 18:30:00,Tuesday,18.5,0.0,15.908597730293527,994.7181962453915,0.3,23.63,0.0,78.45,1.54,18.90824878915753,12.833228248939992
2025-03-18 19:00:00,Tuesday,19.0,0.0,19.50209947380831,1014.9849113036481,0.3,22.84,0.0,77.59,0.98,17.168056475674483,12.696484825982592
2025-03-18 19:30:00,Tuesday,19.5,0.0,18.76806192317353,992.0505960092987,0.3,22.57,0.0,75.82,0.5,17.15619782584133,12.691356362715588
2025-03-18 20:00:00,Tuesday,20.0,0.0,20.074552875198385,502.83468794597115,0.2,25.33,0.0,79.02,1.76,11.21550095618404,11.794947440769702
2025-03-18 20:30:00,Tuesday,20.5,0.0,21.283497572114477,491.3500509336764,0.2,24.66,0.0,74.65,0.5,12.01186408639675,12.26958401249638
2025-03-18 21:00:00,Tuesday,21.0,0.0,14.519956084011982,495.28552526317276,0.2,25.66,0.0,69.99,1.06,10.760576005113974,11.640554132698025
2025-03-18 21:30:00,Tuesday,21.5,0.0,15.768015494104784,495.9458158061467,0.2,26.66,0.27,77.83,1.04,12.184199053413671,11.963115302681775
2025-03-18 22:00:00,Tuesday,22.0,0.0,12.994729086482417,501.95336565405404,0.15,26.76,0.0,74.07,0.79,12.172514245645969,11.30919837833782
2025-03-18 22:30:00,Tuesday,22.5,0.0,13.974312335483543,509.15162030167636,0.15,27.44,0.0,71.4,0.5,9.56780446454291,4.616763720166667
2025-03-18 23:00:00,Tuesday,23.0,0.0,21.133069224461117,495.1742328431088,0.15,29.31,0.27,69.21,0.85,10.645184061097336,4.690363042562202
2025-03-18 23:30:00,Tuesday,23.5,0.0,16.960429278370427,504.7744630145313,0.15,27.62,0.09,70.28,0.5,10.852507073603515,4.538097117328198
2025-03-19 00:00:00,Wednesday,0.0,0.0,14.333238480707614,509.02981420353575,0.15,28.99,0.0,72.36,0.5,10.371341209179862,4.625971656726715
2025-03-19 00:30:00,Wednesday,0.5,0.0,20.246986448761938,491.36917438667155,0.15,27.97,0.0,72.49,0.5,9.141102952095869,4.598970030429489
2025-03-19 01:00:00,Wednesday,1.0,0.0,24.005015628090984,505.74774053504666,0.15,30.88,0.0,66.87,0.5,10.859688953103648,4.853159355002571
2025-03-19 01:30:00,Wednesday,1.5,0.0,14.654775044887263,495.8476622082439,0.15,28.68,0.0,69.25,0.5,10.396584683396549,4.5771505535227055
2025-03-19 02:00:00,Wednesday,2.0,0.0,19.1754078664354,503.10347429048676,0.15,28.78,0.0,69.74,0.66,10.170025647284445,4.715732632607355
2025-03-19 02:30:00,Wednesday,2.5,0.0,13.109293511460908,494.9991389279524,0.15,30.07,0.0,63.5,0.68,10.524484971295585,4.5714374233210355
2025-03-19 03:00:00,Wednesday,3.0,0.0,18.82770767899435,509.05630034005014,0.15,28.25,0.0,67.66,0.5,9.574296782869844,4.751795598673767
2025-03-19 03:30:00,Wednesday,3.5,0.0,23.678696333000804,506.7581674970361,0.15,31.35,0.0,67.49,1.58,9.44848827226475,4.777861234707848
2025-03-19 04:00:00,Wednesday,4.0,0.0,15.162422243410546,494.5919632150794,0.15,28.76,0.0,76.48,0.65,9.370747544662333,4.813456571720819
2025-03-19 04:30:00,Wednesday,4.5,0.0,15.623282354596395,491.15464318450233,0.15,28.06,0.0,69.73,0.89,10.056275357504115,4.909685962849289
2025-03-19 05:00:00,Wednesday,5.0,0.0,15.577221784661207,500.8181000767616,0.15,28.74,0.0,74.42,0.5,10.001687753298581,5.031473949986188
2025-03-19 05:30:00,Wednesday,5.5,0.0,13.651833935394508,492.34407811360467,0.15,28.12,0.0,73.18,1.34,9.763574288825179,4.790483948905616
2025-03-19 06:00:00,Wednesday,6.0,0.0,13.9154367738814,498.38543322332043,0.15,26.8,0.0,70.9,2.73,10.498429386732903,6.353040280448635
2025-03-19 06:30:00,Wednesday,6.5,6.876196622909588,25.323278180174977,499.7018931995908,0.15,27.66,0.0,71.63,2.98,10.166863931780936,6.243751528159945
2025-03-19 07:00:00,Wednesday,7.0,13.694840210232345,12.507472789961804,497.7565217983386,0.2,25.41,0.0,77.41,2.21,10.105641846139736,6.714510923416992
2025-03-19 07:30:00,Wednesday,7.5,19.389559679036278,23.793262201990288,496.42324305271904,0.2,24.6,0.0,71.64,2.03,9.906614042902355,6.361088366819131
2025-03-19 08:00:00,Wednesday,8.0,25.41059629934806,21.701510752278196,1011.2629696568746,0.2,24.17,0.49,82.16,3.13,16.759106486202793,6.928621079870462
2025-03-19 08:30:00,Wednesday,8.5,31.813102173642452,20.961803894791576,994.2097355458054,0.2,24.02,0.0,80.19,3.57,15.389869185210062,6.554341153003851
2025-03-19 09:00:00,Wednesday,9.0,37.44275192584169,25.125480225647266,1012.7614596349176,0.2,24.4,0.0,78.81,4.35,16.476950717116235,6.776139395121893
2025-03-19 09:30:00,Wednesday,9.5,41.31941721285967,11.966915904122247,999.4148042467325,0.2,21.45,0.0,77.44,2.88,15.710932833764721,6.978903265146241
2025-03-19 10:00:00,Wednesday,10.0,42.81595120191985,13.863956475499611,1001.4839629330917,0.2,22.25,0.0,80.85,4.2,14.931014411435523,6.92658633058462
2025-03-19 10:30:00,Wednesday,10.5,47.747823195423706,13.094895894656167,995.7277975521494,0.2,21.25,0.0,80.14,3.16,16.29372194886667,6.650855549629591
2025-03-19 11:00:00,Wednesday,11.0,50.78325922835136,23.69389205388318,995.6316721707676,0.2,21.01,0.0,77.37,3.7,15.653528667687018,6.906532262725779
2025-03-19 11:30:00,Wednesday,11.5,50.84792114075872,13.161719112512841,999.6908203726229,0.2,20.76,0.0,78.25,4.35,15.93454062035888,7.0423146015976315
2025-03-19 12:00:00,Wednesday,12.0,49.74504368054545,13.35591711709009,992.8475381046501,0.2,20.61,0.0,81.22,3.95,15.347347291127244,7.255107381947822
2025-03-19 12:30:00,Wednesday,12.5,50.891760461250655,16.515264389269053,996.9605454092643,0.2,19.24,0.43,84.76,4.3,16.449987911321244,7.424210312455227
2025-03-19 13:00:00,Wednesday,13.0,49.86405677770375,22.575593531351302,1007.4285113966454,0.2,20.92,0.0,77.6,4.18,14.72048567763864,7.053091355667191
2025-03-19 13:30:00,Wednesday,13.5,45.78578770196406,29.67069480918505,1009.4852678912234,0.2,17.7,0.0,84.37,4.65,15.653699700588433,6.839466154251856
2025-03-19 14:00:00,Wednesday,14.0,44.924142482558985,17.801727828879727,1018.250759599741,0.3,19.34,0.0,76.83,4.24,16.639033140871614,6.752385048346312
2025-03-19 14:30:00,Wednesday,14.5,41.00026391669426,14.80232805670087,1011.1541743671169,0.3,18.99,0.0,83.87,3.82,16.066155302801675,7.181955540270981
2025-03-19 15:00:00,Wednesday,15.0,36.76827830787875,25.03507619666971,1018.8276044078648,0.3,18.72,0.0,90.46,3.53,14.894290141466344,6.873726462489823
2025-03-19 15:30:00,Wednesday,15.5,31.30004964390532,16.700089270351697,991.5596805593312,0.3,19.55,0.17,81.03,2.84,14.908569265543731,6.921913958059691
2025-03-19 16:00:00,Wednesday,16.0,26.40749207839718,17.68509673177975,1012.1227825731203,0.3,20.72,0.0,77.38,3.14,15.752343387545377,6.887903063526779
2025-03-19 16:30:00,Wednesday,16.5,18.67953235135892,11.30863285270217,1019.2602940043721,0.3,20.27,0.0,79.11,2.39,15.576258085818951,6.341050649376683
2025-03-19 17:00:00,Wednesday,17.0,12.900268706127346,10.09865300979982,994.4182669065627,0.3,20.75,0.0,80.69,2.21,16.436326540085922,6.283834279573624
2025-03-19 17:30:00,Wednesday,17.5,6.415152838865484,13.176827459784585,1010.2198262443719,0.3,20.69,0.07,78.18,2.43,16.316828340129405,6.40724098861626
2025-03-19 18:00:00,Wednesday,18.0,6.034401369064025e-15,12.334284633653512,999.0725853383561,0.3,22.92,0.0,77.93,2.09,17.585123564786347,6.366112204643335
2025-03-19 18:30:00,Wednesday,18.5,0.0,12.759527661032662,1003.7875217164087,0.3,21.62,0.0,74.82,0.58,16.07928946253542,6.610179152888307
2025-03-19 19:00:00,Wednesday,19.0,0.0,24.941634534196783,999.4162649016741,0.3,24.02,0.0,76.39,1.34,16.291610579829026,6.109850866720664
2025-03-19 19:30:00,Wednesday,19.5,0.0,16.988818251159387,1015.146912632454,0.3,22.56,0.0,76.62,1.76,15.331686352516757,5.758251704338752
2025-03-19 20:00:00,Wednesday,20.0,0.0,10.556195270595385,509.0288965132618,0.2,24.55,0.0,71.69,2.11,9.920477394799974,6.002768971241357
2025-03-19 20:30:00,Wednesday,20.5,0.0,14.93600384521741,501.41754833678954,0.2,23.78,0.0,73.5,0.5,10.220993003197515,5.873176192463133
2025-03-19 21:00:00,Wednesday,21.0,0.0,28.501169570492678,501.42520939874197,0.2,25.35,0.0,71.66,0.5,9.884737687409874,6.010475291959451
2025-03-19 21:30:00,Wednesday,21.5,0.0,14.935053984841574,494.4100852687129,0.2,26.41,0.0,72.51,0.68,10.148092402365506,5.870369570520858
2025-03-19 22:00:00,Wednesday,22.0,0.0,15.865003925643983,499.1664718917515,0.15,26.27,0.0,72.95,0.5,9.666110221765557,4.677006888565708
2025-03-19 22:30:00,Wednesday,22.5,0.0,19.537016629718092,493.08984408009854,0.15,27.23,0.0,78.59,0.5,10.585831155890276,4.585550589371692
2025-03-19 23:00:00,Wednesday,23.0,0.0,9.718445855317496,496.8082311222852,0.15,29.8,0.0,70.86,0.5,11.963118853218162,4.293101282201519
2025-03-19 23:30:00,Wednesday,23.5,0.0,9.488325366603833,498.9807753586025,0.15,29.68,0.0,71.06,0.5,9.59270260341478,4.504375754735997
2025-03-20 00:00:00,Thursday,0.0,0.0,19.355913435775875,505.01539298422114,0.15,28.83,0.0,69.83,0.5,10.924304416648205,4.5359828522557075
2025-03-20 00:30:00,Thursday,0.5,0.0,14.052125951742799,500.49471275322867,0.15,29.4,0.0,68.5,0.5,10.252702136715499,4.586791629791062
2025-03-20 01:00:00,Thursday,1.0,0.0,20.54535495365474,496.3509940051518,0.15,29.34,0.0,72.26,0.51,10.736335337875492,4.49644580897552
2025-03-20 01:30:00,Thursday,1.5,0.0,13.119579272847126,506.6914358051126,0.15,29.02,0.0,69.58,0.5,9.452299548495382,4.620416147116498
2025-03-20 02:00:00,Thursday,2.0,0.0,16.6525894505057,494.93317231610814,0.15,30.9,0.0,67.98,0.5,10.76050311357969,4.504379804692024
2025-03-20 02:30:00,Thursday,2.5,0.0,26.891057114060736,508.1835052810717,0.15,30.6,0.0,66.09,0.88,9.748862412746057,4.567827721715777
2025-03-20 03:00:00,Thursday,3.0,0.0,19.757215649838024,492.3978218694542,0.15,29.26,0.0,75.88,0.5,9.965682976957266,4.532910467058464
2025-03-20 03:30:00,Thursday,3.5,0.0,13.205682615186532,508.04826066572207,0.15,30.45,0.0,72.1,1.41,10.954709326146746,4.841798303571106
2025-03-20 04:00:00,Thursday,4.0,0.0,14.39763758355613,490.2162216727039,0.15,28.95,0.0,72.57,0.5,11.20583833778921,5.065407875931108
2025-03-20 04:30:00,Thursday,4.5,0.0,19.450194574958594,492.06530017750094,0.15,28.69,0.0,66.08,1.53,9.967012689554595,4.910502784967893
2025-03-20 05:00:00,Thursday,5.0,0.0,8.790749961187572,503.8402251189331,0.15,26.56,0.0,72.74,1.73,9.226348005530816,5.144307517278276
2025-03-20 05:30:00,Thursday,5.5,0.0,15.446782440894433,497.2511959311819,0.15,26.91,0.0,69.86,1.42,9.96586118868033,4.855215232155754
2025-03-20 06:00:00,Thursday,6.0,0.0,17.57823138678346,497.619825473368,0.15,27.13,0.0,74.26,1.07,9.805739612408495,6.335990115195836
2025-03-20 06:30:00,Thursday,6.5,6.677440767574576,11.699173503593153,498.15496210005466,0.15,26.52,0.0,73.97,2.29,10.861732670033552,6.394327171873062
2025-03-20 07:00:00,Thursday,7.0,12.641305091322115,12.496039055242727,502.2559167107302,0.2,25.68,0.13,75.78,1.42,10.571918363210195,6.559589123587871
2025-03-20 07:30:00,Thursday,7.5,19.73083444370953,13.442519959647154,492.11748636426256,0.2,25.24,0.0,79.97,2.34,9.722226610256566,6.520913753798494
2025-03-20 08:00:00,Thursday,8.0,25.23814828857789,10.75145652652099,1014.8190644921174,0.2,24.17,0.0,74.24,3.08,16.412710073354127,6.652841710720736
2025-03-20 08:30:00,Thursday,8.5,31.751432715089237,18.686559107706465,1016.5854531638804,0.2,22.33,0.0,78.35,3.56,14.81146865241731,6.989651674296857
2025-03-20 09:00:00,Thursday,9.0,36.954807111184586,19.511850210733016,1002.8537371154639,0.2,23.57,0.0,78.09,3.49,16.578368360428417,6.747655361104511
2025-03-20 09:30:00,Thursday,9.5,39.98120218004612,18.687516670617168,1015.3263697585843,0.2,23.26,0.0,70.89,3.66,14.427414542228991,6.949841522710733
2025-03-20 10:00:00,Thursday,10.0,42.1722736351703,10.23278778297115,1019.3506436117057,0.2,21.67,0.0,79.59,4.39,14.874828351842641,7.185229614455637
2025-03-20 10:30:00,Thursday,10.5,46.036586590054675,16.28168888448461,1008.1058641950336,0.2,20.82,0.0,76.99,4.03,14.794800919368946,7.024809347018833
2025-03-20 11:00:00,Thursday,11.0,48.331143932324004,16.887874613668618,994.8067680292952,0.2,20.47,0.0,75.91,3.51,15.54267806563951,6.739098067510843
2025-03-20 11:30:00,Thursday,11.5,49.244138436096655,14.172855527628448,1019.2407178814566,0.2,20.55,0.0,80.92,3.8,15.602421959535736,7.1309459757949964
2025-03-20 12:00:00,Thursday,12.0,48.753112361345366,12.491046295731074,1001.7868532667953,0.2,19.97,0.46,78.8,3.96,15.673700548514363,6.6364477262765655
2025-03-20 12:30:00,Thursday,12.5,52.912422855763005,15.328757126611354,1011.2831659390192,0.2,20.82,0.0,78.46,4.37,15.258847012761674,7.014685146099534
2025-03-20 13:00:00,Thursday,13.0,48.905410119361456,24.99259879432254,996.7295567656058,0.2,19.92,0.0,78.43,3.88,15.072350440879354,7.152362166574582
2025-03-20 13:30:00,Thursday,13.5,45.19399212243551,16.068345012695957,991.5388154694365,0.2,18.99,0.0,75.21,3.51,16.171192414482796,6.480091109878162
2025-03-20 14:00:00,Thursday,14.0,42.700973242074916,21.438921139540266,1012.8048278937048,0.3,19.1,0.0,80.39,3.15,14.473719835273796,6.825430841565589
2025-03-20 14:30:00,Thursday,14.5,38.6151755326983,17.928011053866086,995.8030602886945,0.3,19.41,0.0,82.16,3.42,15.48123868752703,7.032606368538908
2025-03-20 15:00:00,Thursday,15.0,35.10782960283734,13.666674047534768,1010.1715152987512,0.3,19.83,0.0,83.09,2.86,15.46844754297071,6.635931745435012
2025-03-20 15:30:00,Thursday,15.5,31.568148241014715,10.887649139489554,1019.7774538646329,0.3,20.69,0.0,81.13,3.78,16.4369540898319,6.840585672265179
2025-03-20 16:00:00,Thursday,16.0,24.973598804048716,18.104918848564605,1002.3357142760848,0.3,18.44,0.0,79.2,2.81,16.006119230927272,6.686942519597569
2025-03-20 16:30:00,Thursday,16.5,20.135411563720005,20.94106198958052,990.4860119201841,0.3,20.62,0.0,81.37,2.4,16.110433082904695,6.570972843451149
2025-03-20 17:00:00,Thursday,17.0,12.6858117949626,16.725007041594136,1010.2151669481001,0.3,20.34,0.0,82.34,3.35,16.76626703519858,6.6242041416917665
2025-03-20 17:30:00,Thursday,17.5,6.610539709122454,17.07193409316989,996.7881729000956,0.3,22.62,0.0,79.23,1.6,15.134247113849353,6.619208543756178
2025-03-20 18:00:00,Thursday,18.0,5.976241661629727e-15,13.845356552176803,1015.4833921867721,0.3,21.51,0.0,72.14,1.79,14.281934488822035,6.0976088928686405
2025-03-20 18:30:00,Thursday,18.5,0.0,11.830487566330811,1009.9147342455817,0.3,23.86,0.0,81.01,2.71,15.158841581100663,6.300094512291355
2025-03-20 19:00:00,Thursday,19.0,0.0,16.628208738377584,1017.5180419973304,0.3,22.09,0.0,77.07,1.6,14.399468984021198,6.229561675253003
2025-03-20 19:30:00,Thursday,19.5,0.0,21.386062794793418,1018.3777393209626,0.3,23.83,0.0,78.13,0.67,16.54882576619432,6.437280737666664
2025-03-20 20:00:00,Thursday,20.0,0.0,17.745410374971165,503.30111978013264,0.2,22.67,0.0,79.46,1.12,10.323244768862885,5.911503326697749
2025-03-20 20:30:00,Thursday,20.5,0.0,15.71142288190859,490.00061437690766,0.2,24.2,0.0,71.91,0.5,10.012428751875635,5.896368805916032
2025-03-20 21:00:00,Thursday,21.0,0.0,23.413694703457182,500.2892265547979,0.2,25.62,0.0,71.86,0.5,10.7517099142145,5.7475345887078
2025-03-20 21:30:00,Thursday,21.5,0.0,10.131110565558654,509.74672317159093,0.2,25.99,0.0,77.22,0.5,9.71902687615245,5.981726515908195
2025-03-20 22:00:00,Thursday,22.0,0.0,17.82492884619384,503.64383378510195,0.15,26.11,0.0,72.69,0.5,9.487123658179861,4.789479831097424
2025-03-20 22:30:00,Thursday,22.5,0.0,21.537345732009403,504.6049837905914,0.15,28.14,0.0,70.49,0.5,10.522625507436539,4.685015300199767
2025-03-20 23:00:00,Thursday,23.0,0.0,16.595510886345693,492.16089118752814,0.15,29.82,0.0,68.25,0.5,9.547965855132,4.366621948882881
2025-03-20 23:30:00,Thursday,23.5,0.0,15.09027561154763,499.96259887096085,0.15,28.42,0.0,69.07,0.5,10.418164359667728,4.612233297374799
